City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
601,Chilca,-12.5211,-76.7372,77.85,77,99,6.11,overcast clouds,PE,2022-02-12 19:44:47
602,Varkkallai,8.7341,76.7067,78.58,86,100,5.99,overcast clouds,IN,2022-02-12 19:44:47
603,Laguna,38.421,-121.4238,79.3,51,0,1.01,clear sky,US,2022-02-12 19:44:48
604,Loandjili,-4.7561,11.8578,80.71,89,20,8.05,few clouds,CG,2022-02-12 19:44:48
605,Tabou,4.423,-7.3528,78.58,85,5,6.35,clear sky,CI,2022-02-12 19:44:49
606,Grand-Santi,4.25,-54.3833,77.59,96,100,3.47,overcast clouds,GF,2022-02-12 19:44:49
607,Bom Jesus Do Itabapoana,-21.1339,-41.6797,76.78,87,83,3.87,broken clouds,BR,2022-02-12 19:44:50
608,Santos Dumont,-21.4567,-43.5525,74.37,95,94,4.07,overcast clouds,BR,2022-02-12 19:44:50
609,Kayalpattinam,8.5667,78.1167,77.13,80,100,12.73,overcast clouds,IN,2022-02-12 19:44:51
610,Jos,9.9167,8.9,68.97,17,21,5.23,few clouds,NG,2022-02-12 19:44:51
611,Abeche,13.8292,20.8324,76.01,12,24,8.34,few clouds,TD,2022-02-12 19:44:52
612,Kaoma,-14.7833,24.8,64.83,96,100,5.08,overcast clouds,ZM,2022-02-12 19:44:52
613,Saint-Leu,-21.15,55.2833,77.83,76,4,3.98,clear sky,RE,2022-02-12 19:44:52
614,Dezful,32.3811,48.4058,55.63,71,0,4.65,clear sky,IR,2022-02-12 19:44:53
615,Rincon,32.296,-81.2354,69.71,34,75,0.0,broken clouds,US,2022-02-12 19:44:53
616,Brae,60.3964,-1.353,46.31,88,93,23.42,overcast clouds,GB,2022-02-12 19:44:54
617,Kodino,63.7198,39.6447,12.83,96,99,5.75,overcast clouds,RU,2022-02-12 19:44:54
618,Zandvoort,52.3749,4.5341,41.95,69,0,14.97,clear sky,NL,2022-02-12 19:44:54
619,Gazli,40.1333,63.45,37.2,60,0,6.93,clear sky,UZ,2022-02-12 19:44:55
620,Huarmey,-10.0681,-78.1522,75.96,71,38,10.76,scattered clouds,PE,2022-02-12 19:44:55
621,Aksarka,66.5606,67.7975,-12.17,94,100,7.74,overcast clouds,RU,2022-02-12 19:44:56
622,Kibre Mengist,5.8833,38.9833,60.58,35,51,2.13,broken clouds,ET,2022-02-12 19:44:56
623,Ambovombe,-25.1667,46.0833,75.13,85,0,17.83,clear sky,MG,2022-02-12 19:44:56
624,Charleston,32.7766,-79.9309,70.21,50,40,4.61,scattered clouds,US,2022-02-12 19:44:26
625,Makueni,-1.8041,37.6203,66.38,66,55,2.35,broken clouds,KE,2022-02-12 19:44:57
626,Aripuana,-9.1667,-60.6333,79.47,82,80,0.34,broken clouds,BR,2022-02-12 19:44:58
627,Awbari,26.5921,12.7805,54.91,27,0,8.66,clear sky,LY,2022-02-12 19:44:58
628,Conceicao Do Araguaia,-8.2578,-49.2647,78.71,88,78,5.17,broken clouds,BR,2022-02-12 19:44:58
629,Benghazi,32.1167,20.0667,56.43,64,0,3.27,clear sky,LY,2022-02-12 19:44:59
630,Laguna De Perlas,12.3429,-83.6712,84.29,79,98,12.26,overcast clouds,NI,2022-02-12 19:44:59
631,Mayor Pablo Lagerenza,-19.9309,-60.7718,75.87,75,100,11.59,overcast clouds,PY,2022-02-12 19:45:00
632,Dakar,14.6937,-17.4441,76.08,68,35,4.61,scattered clouds,SN,2022-02-12 19:41:48
633,Ponta Delgada,37.7333,-25.6667,62.51,82,75,12.66,broken clouds,PT,2022-02-12 19:45:00
634,Sao Miguel Do Araguaia,-13.275,-50.1628,78.76,86,69,5.44,broken clouds,BR,2022-02-12 19:45:01
635,Ghatal,22.6667,87.7167,60.58,44,25,6.93,scattered clouds,IN,2022-02-12 19:45:01
636,Araouane,18.9048,-3.5265,66.34,15,0,9.19,clear sky,ML,2022-02-12 19:45:02
637,Buchanan,5.8808,-10.0467,82.36,82,18,8.72,few clouds,LR,2022-02-12 19:45:02
638,Marrakesh,31.6315,-8.0083,64.47,27,1,4.61,clear sky,MA,2022-02-12 19:43:13
639,Albanel,48.8832,-72.4487,3.34,72,100,16.11,overcast clouds,CA,2022-02-12 19:45:03
640,Bara,10.3744,10.7288,77.52,16,33,8.46,scattered clouds,NG,2022-02-12 19:45:03
641,Ravensburg,47.7833,9.6167,35.08,77,75,0.0,broken clouds,DE,2022-02-12 19:45:04
642,Melilla,35.2937,-2.9383,55.78,76,20,1.14,few clouds,ES,2022-02-12 19:45:04
643,Tranas,58.0372,14.9782,36.63,77,100,14.67,overcast clouds,SE,2022-02-12 19:45:05
644,Impfondo,1.6381,18.0667,78.26,30,7,1.05,clear sky,CG,2022-02-12 19:45:05
645,Rawson,-43.3002,-65.1023,81.05,25,99,8.08,overcast clouds,AR,2022-02-12 19:45:06
646,Iskateley,67.6803,53.1512,10.96,94,98,10.36,overcast clouds,RU,2022-02-12 19:45:06
647,Mul,20.0667,79.6667,60.98,24,97,4.79,overcast clouds,IN,2022-02-12 19:46:07
648,Korem,12.5058,39.5228,54.05,89,84,4.56,broken clouds,ET,2022-02-12 19:46:07
649,Jijiga,9.35,42.8,61.3,65,29,10.07,scattered clouds,ET,2022-02-12 19:46:07
650,Linhares,-19.3911,-40.0722,76.42,87,100,6.93,overcast clouds,BR,2022-02-12 19:46:08
651,Pizarro,4.9533,-77.366,81.23,78,77,6.46,light rain,CO,2022-02-12 19:46:08
652,Veroce,47.8247,19.0348,39.16,66,6,5.39,clear sky,HU,2022-02-12 19:46:09
653,Bundibugyo,0.7414,30.0417,77.11,41,100,3.27,overcast clouds,UG,2022-02-12 19:46:09
654,Ouadda,8.0777,22.4007,76.26,22,40,7.85,scattered clouds,CF,2022-02-12 19:46:10
655,Toronto,43.7001,-79.4163,25.56,59,75,21.85,broken clouds,CA,2022-02-12 19:41:36
656,Santa Maria,-29.6842,-53.8069,79.9,69,0,8.05,clear sky,BR,2022-02-12 19:44:55
657,Chirongui,-12.9319,45.1483,78.73,76,17,9.1,few clouds,YT,2022-02-12 19:46:11
658,Mariental,-24.6333,17.9667,76.37,56,10,6.76,clear sky,NA,2022-02-12 19:46:11
659,Neftcala,39.3742,49.2472,47.79,90,0,12.15,clear sky,AZ,2022-02-12 19:46:12
660,Masunga,-20.6246,27.4488,71.29,40,26,13.67,scattered clouds,BW,2022-02-12 19:46:12
661,Puerto Ayacucho,5.6639,-67.6236,94.78,37,90,4.0,overcast clouds,VE,2022-02-12 19:46:13
662,Juba,4.8517,31.5825,86.02,24,73,5.08,broken clouds,SS,2022-02-12 19:46:13
663,Rafaela,-31.2503,-61.4867,75.0,36,62,11.59,broken clouds,AR,2022-02-12 19:43:08
664,Porto Torres,40.835,8.3972,51.1,81,0,11.65,clear sky,IT,2022-02-12 19:46:14
665,Ciudad Bolivar,8.1222,-63.5497,90.93,38,76,15.52,broken clouds,VE,2022-02-12 19:46:14
666,Piotrkow Trybunalski,51.4055,19.7032,30.11,10,37,8.48,scattered clouds,PL,2022-02-12 19:46:15
667,Santa Cecilia,-26.9608,-50.4269,80.37,37,45,4.43,scattered clouds,BR,2022-02-12 19:46:15
668,Florianopolis,-27.6146,-48.5012,81.25,61,40,13.8,scattered clouds,BR,2022-02-12 19:41:46
669,Ereymentau,51.6199,73.1033,11.32,92,99,19.17,overcast clouds,KZ,2022-02-12 19:46:16
670,Kotka,60.4664,26.9458,30.33,89,100,13.78,overcast clouds,FI,2022-02-12 19:46:17
671,Wattegama,6.7989,81.4808,72.61,94,100,3.91,overcast clouds,LK,2022-02-12 19:46:17
672,Aguimes,27.9054,-15.4461,64.65,63,20,15.01,few clouds,ES,2022-02-12 19:46:18
673,Taoudenni,22.6783,-3.9836,67.37,18,0,10.22,clear sky,ML,2022-02-12 19:46:18
674,Yarada,17.65,83.2667,75.52,78,40,2.3,mist,IN,2022-02-12 19:46:19
675,Salisbury,51.0693,-1.7957,47.95,87,100,16.11,light intensity drizzle,GB,2022-02-12 19:46:19
676,Chany,55.3121,76.7647,-1.39,93,15,10.47,few clouds,RU,2022-02-12 19:46:20
677,Annau,37.8876,58.516,42.3,93,100,6.91,overcast clouds,TM,2022-02-12 19:46:20
678,Gamba,-2.65,10.0,78.53,88,100,6.85,light rain,GA,2022-02-12 19:46:20
679,Qena,26.1615,32.7183,66.31,46,0,0.78,clear sky,EG,2022-02-12 19:46:21
680,Avila,40.5833,-5.0,44.65,85,100,2.64,overcast clouds,ES,2022-02-12 19:46:21
681,Westport,41.1415,-73.3579,58.98,43,0,18.41,clear sky,US,2022-02-12 19:45:42
682,Huambo,-12.7761,15.7392,62.08,72,90,1.95,overcast clouds,AO,2022-02-12 19:46:22
683,La Baule-Escoublac,47.2922,-2.364,47.88,85,100,6.91,overcast clouds,FR,2022-02-12 19:46:22
684,Krasnoborsk,61.5598,45.934,14.34,96,96,5.57,light snow,RU,2022-02-12 19:46:23
685,Oskarshamn,57.2645,16.4484,35.98,72,100,15.61,overcast clouds,SE,2022-02-12 19:46:23
686,Duki,30.1541,68.5728,52.41,32,0,1.97,clear sky,PK,2022-02-12 19:46:24
687,Purna,19.1833,77.05,67.17,26,71,7.14,broken clouds,IN,2022-02-12 19:46:25
688,Pailon,-17.65,-62.75,85.68,90,92,13.58,overcast clouds,BO,2022-02-12 19:46:25
689,Sandanski,41.5667,23.2833,45.86,79,100,3.09,overcast clouds,BG,2022-02-12 19:46:26
690,Oranjestad,12.524,-70.027,80.55,74,75,19.57,broken clouds,AW,2022-02-12 19:46:26
691,Virginia Beach,36.8529,-75.978,70.05,39,100,8.1,overcast clouds,US,2022-02-12 19:43:20
692,Aktyubinskiy,54.8137,52.8056,23.31,95,100,9.44,overcast clouds,RU,2022-02-12 19:46:27
693,Guarapari,-20.6667,-40.4975,76.89,94,100,1.1,overcast clouds,BR,2022-02-12 19:47:27
694,Lafia,8.4833,8.5167,87.13,10,91,2.51,overcast clouds,NG,2022-02-12 19:47:28
695,Manadhoo,5.7667,73.3833,80.58,76,100,6.04,overcast clouds,MV,2022-02-12 19:47:28
696,Visby,57.6409,18.296,36.05,69,100,19.57,overcast clouds,SE,2022-02-12 19:47:29
697,Asgabat,37.95,58.3833,42.66,93,100,6.91,overcast clouds,TM,2022-02-12 19:47:29
698,Kholm,59.2667,32.85,31.53,96,100,12.97,light snow,RU,2022-02-12 19:47:29
699,Udala,43.0778,-2.5125,46.78,84,100,3.49,overcast clouds,ES,2022-02-12 19:47:30
700,Mattru,7.6244,-11.8332,78.8,72,36,7.09,scattered clouds,SL,2022-02-12 19:47:30
701,Thompson,55.7435,-97.8558,-7.44,54,0,8.05,clear sky,CA,2022-02-12 19:42:44
702,Kisangani,0.5167,25.2,78.1,60,100,0.38,overcast clouds,CD,2022-02-12 19:47:31
703,Marica,-22.9194,-42.8186,80.76,82,30,8.77,scattered clouds,BR,2022-02-12 19:47:31
704,Copiapo,-27.3667,-70.3333,74.89,35,0,10.22,clear sky,CL,2022-02-12 19:47:32
705,Turiacu,-1.6633,-45.3717,78.48,85,99,5.79,overcast clouds,BR,2022-02-12 19:47:32
706,Esil,51.9556,66.4042,21.54,96,100,10.87,light snow,KZ,2022-02-12 19:47:33
707,Carutapera,-1.195,-46.02,79.48,86,100,6.33,overcast clouds,BR,2022-02-12 19:47:33
708,Neumunster,54.0667,9.9833,37.24,75,98,8.01,overcast clouds,DE,2022-02-12 19:47:34
709,Ambilobe,-13.2,49.05,72.59,96,86,2.57,light rain,MG,2022-02-12 19:47:34
710,Oistins,13.0667,-59.5333,82.49,57,20,21.85,few clouds,BB,2022-02-12 19:47:34
711,Tambopata,-12.7333,-69.1833,85.46,64,100,5.28,overcast clouds,PE,2022-02-12 19:47:35
712,Lagos,6.5833,3.75,84.52,82,7,6.15,clear sky,NG,2022-02-12 19:44:25
713,Camocim,-2.9022,-40.8411,82.87,71,65,13.06,broken clouds,BR,2022-02-12 19:47:35
714,Camacupa,-12.0167,17.4833,66.45,79,100,0.49,light rain,AO,2022-02-12 19:47:36
715,Belomorsk,64.5232,34.7668,9.03,95,57,6.13,broken clouds,RU,2022-02-12 19:47:36
716,Lamu,-2.2717,40.902,79.02,86,90,10.92,overcast clouds,KE,2022-02-12 19:47:37
717,Beisfjord,68.3751,17.5988,21.25,88,85,9.1,overcast clouds,NO,2022-02-12 19:47:37
718,Roros,62.5747,11.3842,31.84,74,100,8.05,overcast clouds,NO,2022-02-12 19:47:37
719,Chester,40.1254,-75.8749,56.57,50,0,19.57,clear sky,US,2022-02-12 19:47:38
720,Talcahuano,-36.7167,-73.1167,82.08,23,0,9.22,clear sky,CL,2022-02-12 19:47:38
721,Dubai,25.2582,55.3047,73.33,60,0,3.44,clear sky,AE,2022-02-12 19:47:12
722,Poitiers,46.5833,0.3333,39.67,62,0,3.44,clear sky,FR,2022-02-12 19:47:39
723,Lima,-12.0432,-77.0282,76.14,61,0,8.05,clear sky,PE,2022-02-12 19:44:37
724,Felanitx,39.4696,3.1483,54.95,81,0,0.98,clear sky,ES,2022-02-12 19:47:40
725,Abu Samrah,35.3029,37.1841,48.72,72,0,6.02,clear sky,SY,2022-02-12 19:47:40
726,Sanguem,15.2333,74.1667,76.48,59,5,3.71,clear sky,IN,2022-02-12 19:47:41
727,Shache,38.4167,77.2406,38.71,32,100,5.14,overcast clouds,CN,2022-02-12 19:47:41
728,Peniche,39.3558,-9.3811,56.68,82,25,10.54,scattered clouds,PT,2022-02-12 19:47:41
729,Huicungo,-7.2833,-76.8,88.05,66,75,5.75,moderate rain,PE,2022-02-12 19:47:42
730,Ternovskaya,45.8542,40.4086,40.6,92,100,17.81,moderate rain,RU,2022-02-12 19:47:42
731,Nicoya,10.1483,-85.452,90.95,37,25,9.66,scattered clouds,CR,2022-02-12 19:47:43
732,Changji,44.0167,87.3167,12.99,92,75,4.47,mist,CN,2022-02-12 19:47:43
733,Bobo Dioulasso,11.1771,-4.2979,81.05,14,28,4.61,scattered clouds,BF,2022-02-12 19:47:44
734,Inyonga,-6.7167,32.0667,64.65,94,100,0.45,light rain,TZ,2022-02-12 19:47:44
735,Scicli,36.7902,14.7014,54.95,84,97,4.32,overcast clouds,IT,2022-02-12 19:47:45
736,Dondo,-19.6094,34.7431,81.91,82,82,4.88,broken clouds,MZ,2022-02-12 19:47:45
737,Morant Bay,17.8815,-76.4093,85.62,75,27,14.67,scattered clouds,JM,2022-02-12 19:47:46
738,Energetik,51.7445,58.7934,20.32,91,90,11.36,overcast clouds,RU,2022-02-12 19:47:46
