City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Ilulissat,GL,2022-02-01 01:44:20,69.2167,-51.1,8.62,72,75,10.36
292,Never,FR,2022-02-01 01:44:20,46.9896,3.159,34.81,1,9,4.5
293,Sorland,NO,2022-02-01 01:44:21,67.667,12.6934,33.67,57,100,14.16
294,Qaanaaq,GL,2022-02-01 01:44:21,77.484,-69.3632,-20.87,48,0,10.87
295,Pochutla,MX,2022-02-01 01:44:22,15.7432,-96.4661,79.83,76,0,6.6
296,Male,MV,2022-02-01 01:44:22,4.1748,73.5089,82.35,83,40,14.97
297,Chivay,PE,2022-02-01 01:44:23,-15.6383,-71.6011,46.11,80,100,4.94
298,George,ZA,2022-02-01 01:44:23,-33.963,22.4617,65.75,100,100,3.44
299,Tiksi,RU,2022-02-01 01:44:23,71.6872,128.8694,-11.04,100,100,5.7
300,Malinovoye Ozero,RU,2022-02-01 01:44:24,51.6753,79.7825,0.01,99,75,4.18
301,Egvekinot,RU,2022-02-01 01:44:24,66.3167,-179.1667,1.27,69,96,12.95
302,Mahebourg,MU,2022-02-01 01:44:25,-20.4081,57.7,79.25,78,75,18.41
303,Southbridge,US,2022-02-01 01:44:25,42.0751,-72.0334,18.19,76,10,2.44
304,Ercis,TR,2022-02-01 01:44:26,39.0287,43.3586,22.6,87,71,4.41
305,Buta,CD,2022-02-01 01:44:26,2.7858,24.73,66.88,66,67,2.24
306,Tokur,RU,2022-02-01 01:44:26,53.1333,132.9,-5.44,89,80,1.66
307,Akureyri,IS,2022-02-01 01:44:27,65.6835,-18.0878,22.93,93,100,8.05
308,Bilibino,RU,2022-02-01 01:44:27,68.0546,166.4372,6.1,70,100,5.59
309,Byron Bay,AU,2022-02-01 01:44:21,-28.65,153.6167,90.72,57,23,2.33
310,Rovaniemi,FI,2022-02-01 01:44:28,66.5,25.7167,-2.79,84,100,3.44
311,Isiolo,KE,2022-02-01 01:45:29,0.3546,37.5822,70.88,65,100,2.68
312,Talaya,RU,2022-02-01 01:45:29,61.3833,152.75,-8.19,94,100,6.76
313,Grindavik,IS,2022-02-01 01:45:30,63.8424,-22.4338,32.47,86,75,24.16
314,Ribeira Grande,PT,2022-02-01 01:45:30,38.5167,-28.7,60.12,74,19,12.86
315,Olafsvik,IS,2022-02-01 01:45:30,64.8945,-23.7142,23.92,79,73,11.39
316,Havelock,US,2022-02-01 01:45:31,34.8791,-76.9013,44.58,72,2,6.29
317,Dongsheng,CN,2022-02-01 01:45:32,39.8161,109.9776,10.96,37,0,2.93
318,Todos Santos,MX,2022-02-01 01:45:32,23.45,-110.2167,71.4,66,0,9.57
319,Bykov,RU,2022-02-01 01:45:33,47.3167,142.55,20.19,83,63,13.38
320,Palmas,BR,2022-02-01 01:45:33,-10.2128,-48.3603,78.67,83,20,6.91
321,Ostrovnoy,RU,2022-02-01 01:45:34,68.0531,39.5131,12.56,96,100,4.59
322,Kowary,PL,2022-02-01 01:45:34,50.7931,15.8356,33.62,92,96,32.99
323,Fort Nelson,CA,2022-02-01 01:41:19,58.8053,-122.7002,-4.41,84,40,4.61
324,Kirakira,SB,2022-02-01 01:45:35,-10.4544,161.9205,84.09,75,90,6.06
325,Kuminskiy,RU,2022-02-01 01:45:35,58.6667,66.5667,-6.48,100,64,2.42
326,Buala,SB,2022-02-01 01:45:36,-8.145,159.5921,85.69,64,100,3.06
327,Norfolk,US,2022-02-01 01:45:28,42.1668,-71.2495,21.92,77,9,1.48
328,Troitsko-Pechorsk,RU,2022-02-01 01:45:37,62.7084,56.1964,-9.85,100,98,2.01
329,Obidos,BR,2022-02-01 01:45:37,-1.9175,-55.5181,74.5,93,83,3.76
330,Zhangjiakou,CN,2022-02-01 01:45:38,40.81,114.8794,10.63,50,1,4.5
331,Lagoa,PT,2022-02-01 01:45:38,39.05,-27.9833,58.87,75,31,22.84
332,Mwinilunga,ZM,2022-02-01 01:45:38,-11.7358,24.4293,59.72,99,59,3.36
333,Charlestown,AU,2022-02-01 01:45:39,-32.95,151.6667,98.22,60,1,3.0
334,Sulmona,IT,2022-02-01 01:45:40,42.0479,13.9291,43.05,98,100,12.53
335,Iranshahr,IR,2022-02-01 01:45:40,27.2025,60.6848,59.86,39,0,3.62
336,Plettenberg Bay,ZA,2022-02-01 01:45:41,-34.0527,23.3716,73.63,80,100,3.67
337,Kalmanka,RU,2022-02-01 01:45:41,52.8992,83.5433,11.5,97,95,4.45
338,Sambava,MG,2022-02-01 01:45:42,-14.2667,50.1667,76.03,87,100,8.32
339,Palmer,US,2022-02-01 01:43:30,42.1584,-72.3287,18.03,71,0,3.44
340,Alamosa,US,2022-02-01 01:44:22,37.4695,-105.87,28.38,54,0,5.75
341,San Quintin,MX,2022-02-01 01:45:43,30.4833,-115.95,58.55,73,100,6.93
342,Nalut,LY,2022-02-01 01:45:43,30.3333,10.85,45.16,38,69,10.16
343,Wattegama,LK,2022-02-01 01:45:43,6.7989,81.4808,72.52,74,65,3.98
344,Metro,ID,2022-02-01 01:44:12,-5.1131,105.3067,79.77,80,100,5.19
345,Dikson,RU,2022-02-01 01:45:44,73.5069,80.5464,-0.9,89,100,19.08
346,Neuquen,AR,2022-02-01 01:45:45,-38.9516,-68.0591,75.09,33,0,2.3
347,Mantua,IT,2022-02-01 01:45:45,45.1667,10.7833,43.75,69,21,4.0
348,Namatanai,PG,2022-02-01 01:45:46,-3.6667,152.4333,84.04,69,100,7.25
349,Okhotsk,RU,2022-02-01 01:45:46,59.3833,143.3,9.16,76,100,16.04
350,Aldan,RU,2022-02-01 01:45:47,58.6031,125.3894,-7.98,96,100,3.36
351,Methoni,GR,2022-02-01 01:45:47,36.8197,21.7049,55.22,72,89,24.79
352,Horodyshche,UA,2022-02-01 01:45:48,49.2849,31.4451,24.64,91,95,10.33
353,Cabo San Lucas,MX,2022-02-01 01:44:46,22.8909,-109.9124,71.91,61,0,8.05
354,Chapleau,CA,2022-02-01 01:45:48,47.8405,-83.4034,15.89,79,100,10.36
355,Woodward,US,2022-02-01 01:46:49,36.4337,-99.3904,58.73,41,0,14.97
356,Lusaka,ZM,2022-02-01 01:45:59,-15.4067,28.2871,59.54,98,27,4.83
357,Sinnamary,GF,2022-02-01 01:46:49,5.3833,-52.95,76.19,88,100,9.08
358,Bangkal,PH,2022-02-01 01:46:50,6.0667,121.0667,84.45,67,85,3.89
359,Dacice,CZ,2022-02-01 01:46:50,49.0815,15.4373,33.19,93,92,12.48
360,Minna,NG,2022-02-01 01:46:51,9.6139,6.5569,70.25,14,40,9.46
361,Hithadhoo,MV,2022-02-01 01:46:51,-0.6,73.0833,82.44,72,12,12.33
362,Trincomalee,LK,2022-02-01 01:46:52,8.5711,81.2335,79.77,66,32,9.17
363,Sterling,US,2022-02-01 01:46:52,39.0062,-77.4286,31.05,64,75,3.44
364,Vestmanna,FO,2022-02-01 01:46:53,62.1564,-7.1664,41.92,87,100,34.52
365,Adamovka,RU,2022-02-01 01:46:53,51.5223,59.9396,9.14,100,90,5.66
366,Kathu,TH,2022-02-01 01:46:54,7.9178,98.3332,83.62,74,78,10.89
367,Palafrugell,ES,2022-02-01 01:46:54,41.9174,3.1631,50.27,19,28,26.78
368,Whitehorse,CA,2022-02-01 01:46:54,60.7161,-135.0538,-6.83,71,0,4.61
369,Chicama,PE,2022-02-01 01:46:55,-7.8447,-79.1469,66.74,73,21,4.34
370,Khadyzhensk,RU,2022-02-01 01:46:55,44.4256,39.5319,35.26,88,37,7.16
371,Guerrero Negro,MX,2022-02-01 01:44:20,27.9769,-114.0611,61.54,69,7,10.92
372,Saint-Avertin,FR,2022-02-01 01:46:56,47.3636,0.7399,36.55,72,20,1.01
373,Pyatnitskoye,RU,2022-02-01 01:46:56,50.4233,37.8273,28.15,95,100,13.87
374,Chulym,RU,2022-02-01 01:46:57,55.0997,80.9572,8.89,97,95,8.9
375,Ca Mau,VN,2022-02-01 01:46:58,9.1769,105.15,84.42,64,34,11.99
376,Banfora,BF,2022-02-01 01:46:58,10.6333,-4.7667,72.52,15,5,4.92
377,Sharjah,AE,2022-02-01 01:46:59,25.3573,55.4033,68.25,80,0,3.44
378,Solnechnyy,RU,2022-02-01 01:46:59,50.7214,136.6319,4.17,91,99,2.64
379,Pyay,MM,2022-02-01 01:47:00,18.8167,95.2167,66.47,35,100,2.19
380,Kushmurun,KZ,2022-02-01 01:47:00,52.4503,64.6311,23.2,96,100,10.67
381,Mandan,US,2022-02-01 01:47:00,46.8267,-100.8896,38.98,92,40,14.97
382,Labuan,MY,2022-02-01 01:47:01,5.2767,115.2417,84.56,70,20,3.0
383,Roald,NO,2022-02-01 01:47:02,62.5833,6.1333,32.32,80,100,10.36
384,Mareeba,AU,2022-02-01 01:46:56,-17.0,145.4333,83.48,85,66,5.66
385,Agadez,NE,2022-02-01 01:47:02,19.75,10.25,48.83,28,0,5.53
386,Faya,SA,2022-02-01 01:47:03,18.3851,42.4509,52.32,83,13,5.95
387,Kuching,MY,2022-02-01 01:47:03,1.55,110.3333,82.62,78,20,3.44
388,Palembang,ID,2022-02-01 01:47:03,-2.9167,104.7458,80.69,89,20,3.44
389,Los Llanos De Aridane,ES,2022-02-01 01:47:04,28.6585,-17.9182,57.13,59,0,7.0
390,Camocim,BR,2022-02-01 01:47:05,-2.9022,-40.8411,77.97,81,62,11.72
391,Asuncion,PY,2022-02-01 01:42:56,-25.3007,-57.6359,87.24,29,0,6.91
392,Geraldton,AU,2022-02-01 01:47:05,-28.7667,114.6,82.81,39,7,20.71
393,Kibala,TD,2022-02-01 01:47:06,9.1104,18.3463,67.95,19,0,5.21
394,Port Blair,IN,2022-02-01 01:47:06,11.6667,92.75,71.64,83,40,2.3
395,Ilinskiy,RU,2022-02-01 01:47:07,55.619,38.1182,29.08,100,100,0.0
396,Fort Saint James,CA,2022-02-01 01:47:07,54.4333,-124.25,10.42,99,100,2.42
397,Ucluelet,CA,2022-02-01 01:45:05,48.9329,-125.5528,43.11,85,6,13.02
398,Matai,TZ,2022-02-01 01:47:08,-8.3,31.5167,56.88,96,100,1.79
399,Santa Rosa,PH,2022-02-01 01:45:54,14.3122,121.1114,84.09,65,69,15.39
400,Vostok,RU,2022-02-01 01:47:08,46.4856,135.8833,4.75,86,99,4.38
401,Goulburn,AU,2022-02-01 01:47:09,-34.75,149.7167,87.58,32,92,11.83
402,Coruripe,BR,2022-02-01 01:48:09,-10.1256,-36.1756,78.26,80,5,7.92
403,Lamu,KE,2022-02-01 01:48:10,-2.2717,40.902,77.22,86,97,7.96
404,Coihaique,CL,2022-02-01 01:46:26,-45.5752,-72.0662,58.95,58,100,8.05
405,North Bend,US,2022-02-01 01:48:10,43.4065,-124.2243,44.85,94,40,4.61
406,Dicabisagan,PH,2022-02-01 01:48:11,17.0818,122.4157,73.8,87,99,7.45
407,Puerto El Triunfo,SV,2022-02-01 01:46:47,13.2833,-88.55,81.52,70,0,7.18
408,Alofi,NU,2022-02-01 01:48:12,-19.0595,-169.9187,78.69,83,75,2.3
409,Kloulklubed,PW,2022-02-01 01:48:12,7.0419,134.2556,82.9,72,100,17.31
410,Lagos,NG,2022-02-01 01:48:13,6.5833,3.75,77.32,91,8,2.91
411,Poronaysk,RU,2022-02-01 01:48:13,49.2167,143.1167,16.18,70,96,10.13
412,Baykit,RU,2022-02-01 01:48:14,61.67,96.37,-5.91,100,100,0.6
413,Tobol,KZ,2022-02-01 01:48:14,52.6844,62.5794,14.13,95,100,6.89
414,Prince George,CA,2022-02-01 01:45:05,53.9166,-122.753,22.28,93,100,5.75
415,Port Lincoln,AU,2022-02-01 01:48:15,-34.7333,135.8667,66.0,55,21,21.05
416,Kunda,IN,2022-02-01 01:48:16,25.7167,81.5167,53.24,72,0,3.62
417,Khani,GE,2022-02-01 01:48:16,41.9563,42.9566,31.57,84,100,5.21
418,Kununurra,AU,2022-02-01 01:48:16,-15.7667,128.7333,85.98,66,75,16.11
419,Freeport,US,2022-02-01 01:44:43,40.6576,-73.5832,28.02,68,0,1.01
420,Rapar,IN,2022-02-01 01:48:17,23.5667,70.6333,64.54,88,0,7.25
421,Nelson Bay,AU,2022-02-01 01:48:18,-32.7167,152.15,93.29,66,0,3.0
422,Nushki,PK,2022-02-01 01:48:18,29.5542,66.0215,49.23,41,0,3.6
423,Toritama,BR,2022-02-01 01:48:19,-8.0067,-36.0567,72.46,86,6,3.18
424,Kamenka,RU,2022-02-01 01:48:19,51.3223,42.7678,31.75,90,100,15.66
425,Fuerte,PH,2022-02-01 01:48:20,17.5381,120.3644,83.1,73,10,4.65
426,Santa Isabel Do Rio Negro,BR,2022-02-01 01:48:20,-0.4139,-65.0192,75.33,80,100,3.0
427,Izhma,RU,2022-02-01 01:48:21,65.0083,53.9113,-1.46,98,99,4.43
428,Caernarfon,GB,2022-02-01 01:48:21,53.1413,-4.2702,49.8,45,100,11.5
429,Clyde River,CA,2022-02-01 01:48:22,70.4692,-68.5914,-25.37,75,100,2.3
430,Yulara,AU,2022-02-01 01:48:22,-25.2406,130.9889,69.64,100,100,11.5
431,Tyret Pervaya,RU,2022-02-01 01:48:23,53.6703,102.3106,-9.11,99,100,2.3
432,Pontes E Lacerda,BR,2022-02-01 01:48:23,-15.2261,-59.3353,70.25,98,100,4.9
433,Tambo,PE,2022-02-01 01:48:24,-14.8,-73.9167,35.24,94,100,5.97
434,Genhe,CN,2022-02-01 01:48:24,50.7833,121.5167,-4.86,89,96,2.86
435,Kupino,RU,2022-02-01 01:48:25,54.3663,77.2981,11.52,93,87,11.16
436,Manavalakurichi,IN,2022-02-01 01:48:25,8.1333,77.3,78.89,80,2,8.68
437,Husavik,IS,2022-02-01 01:48:26,66.0449,-17.3389,22.91,90,100,16.17
438,Pafos,CY,2022-02-01 01:48:26,34.7667,32.4167,44.38,87,100,8.05
439,Marzuq,YE,2022-02-01 01:48:27,14.4,46.4667,58.37,66,55,5.46
440,Korla,CN,2022-02-01 01:48:27,41.7597,86.1469,22.23,54,9,1.59
441,Odienne,CI,2022-02-01 01:48:28,9.51,-7.5692,72.32,16,93,3.56
442,Inhambane,MZ,2022-02-01 01:48:28,-23.865,35.3833,77.27,75,76,5.97
443,Alakurtti,RU,2022-02-01 01:48:29,66.9672,30.3491,1.04,99,99,2.95
444,Bereda,ES,2022-02-01 01:48:29,43.2686,-7.5406,47.91,93,13,7.05
445,Srednekolymsk,RU,2022-02-01 01:48:30,67.45,153.6833,-12.42,89,100,3.65
446,Udachnyy,RU,2022-02-01 01:48:31,66.4167,112.4,-36.26,100,78,3.47
447,Hualmay,PE,2022-02-01 01:48:31,-11.0964,-77.6139,70.9,82,29,7.9
448,Muli,MV,2022-02-01 01:49:32,2.9167,73.5667,82.0,78,17,12.19
449,Zharkent,KZ,2022-02-01 01:49:32,44.1628,80.0,24.64,68,100,1.77
450,Champerico,GT,2022-02-01 01:49:33,14.3,-91.9167,79.36,71,8,2.53
451,Doka,SD,2022-02-01 01:49:33,13.5167,35.7667,65.44,19,4,11.43
452,Vila Franca Do Campo,PT,2022-02-01 01:49:34,37.7167,-25.4333,58.19,77,52,13.56
453,Severo-Kurilsk,RU,2022-02-01 01:49:34,50.6789,156.125,28.87,74,100,18.39
454,Kadoma,JP,2022-02-01 01:49:35,34.7333,135.5833,51.66,49,20,2.3
455,Cherdyn,RU,2022-02-01 01:49:35,60.403,56.4787,5.95,98,96,3.96
456,Pacific Grove,US,2022-02-01 01:49:36,36.6177,-121.9166,56.43,86,0,5.99
457,Tomatlan,MX,2022-02-01 01:49:36,19.9333,-105.25,67.93,62,0,2.01
458,Umm Lajj,SA,2022-02-01 01:49:37,25.0213,37.2685,59.76,53,0,10.45
459,Mahon,ES,2022-02-01 01:49:37,39.8885,4.2658,50.56,62,40,33.38
460,Viedma,AR,2022-02-01 01:49:38,-40.8135,-62.9967,68.09,28,1,10.0
461,Paamiut,GL,2022-02-01 01:49:38,61.994,-49.6678,19.69,77,100,12.46
462,Serafimovich,RU,2022-02-01 01:49:38,49.5786,42.736,33.62,87,100,15.68
463,Malakal,SS,2022-02-01 01:49:39,9.5334,31.6605,69.6,18,37,9.62
464,Durban,ZA,2022-02-01 01:49:39,-29.8579,31.0292,76.93,92,85,1.99
465,Elko,US,2022-02-01 01:49:40,41.0002,-115.5012,33.82,65,43,6.2
466,Gizo,SB,2022-02-01 01:49:40,-8.103,156.8419,84.33,73,100,6.58
467,Poum,NC,2022-02-01 01:49:41,-20.2333,164.0167,81.03,74,55,14.47
468,Westport,US,2022-02-01 01:45:44,41.1415,-73.3579,24.8,67,0,1.01
469,Tiznit,MA,2022-02-01 01:49:42,29.5833,-9.5,62.89,42,100,5.19
470,Manta,EC,2022-02-01 01:49:42,-0.95,-80.7333,76.78,83,75,6.91
471,Gangtok,IN,2022-02-01 01:49:43,27.3333,88.6167,38.26,90,99,1.36
472,Abha,SA,2022-02-01 01:49:43,18.2164,42.5053,52.05,82,0,5.75
473,Keuruu,FI,2022-02-01 01:49:44,62.2667,24.7,15.98,94,100,5.77
474,Umuahia,NG,2022-02-01 01:49:44,5.5263,7.4896,69.58,39,13,0.96
475,Seabra,BR,2022-02-01 01:49:45,-12.4186,-41.7703,66.51,89,6,1.9
476,Burgeo,CA,2022-02-01 01:49:45,47.6167,-57.6152,16.77,84,98,12.68
477,Isla Vista,US,2022-02-01 01:49:45,34.4133,-119.861,59.68,71,0,6.91
478,Ho Chi Minh City,VN,2022-02-01 01:49:07,10.75,106.6667,82.42,69,20,11.5
479,Mount Isa,AU,2022-02-01 01:49:46,-20.7333,139.5,89.37,55,40,12.66
480,Jiuquan,CN,2022-02-01 01:49:46,39.7432,98.5174,17.76,26,100,2.19
481,Madarounfa,NE,2022-02-01 01:49:47,13.3087,7.156,56.08,12,15,12.06
482,Takoradi,GH,2022-02-01 01:49:48,4.8845,-1.7554,77.09,86,100,3.31
483,Pontalina,BR,2022-02-01 01:49:48,-17.525,-49.4472,67.48,92,100,2.57
484,Acarau,BR,2022-02-01 01:49:49,-2.8856,-40.12,78.58,78,69,11.79
485,Katra,IN,2022-02-01 01:49:49,32.9833,74.95,42.76,67,0,8.3
486,Dauphin,CA,2022-02-01 01:49:50,51.1494,-100.0502,15.94,86,100,11.5
487,Fairbanks,US,2022-02-01 01:47:31,64.8378,-147.7164,-16.02,71,0,0.0
488,Tual,ID,2022-02-01 01:49:51,-5.6667,132.75,83.71,72,100,20.62
489,Rockland,US,2022-02-01 01:46:45,41.1668,-74.0496,24.49,70,15,2.33
490,Torbay,CA,2022-02-01 01:46:18,47.6666,-52.7314,32.58,74,75,16.11
491,Bethel,US,2022-02-01 01:49:52,41.3712,-73.414,22.66,65,0,0.0
492,Port Keats,AU,2022-02-01 01:49:52,-14.25,129.55,82.76,78,47,23.58
493,Japura,ID,2022-02-01 01:49:53,-0.3167,102.35,80.71,80,98,1.81
494,Pangnirtung,CA,2022-02-01 01:50:53,66.1451,-65.7125,-29.9,94,97,4.76
495,Kungurtug,RU,2022-02-01 01:50:54,50.5994,97.5228,-17.66,97,36,1.21
496,Vanavara,RU,2022-02-01 01:50:54,60.34,102.2797,-13.95,100,90,1.95
497,Lewistown,US,2022-02-01 01:50:55,40.5992,-77.5714,27.34,68,75,0.0
498,Fortuna,US,2022-02-01 01:50:55,40.5982,-124.1573,48.54,80,100,4.0
499,Sobolevo,RU,2022-02-01 01:50:56,54.4299,31.8996,23.45,96,100,7.47
500,Kruisfontein,ZA,2022-02-01 01:50:56,-34.0033,24.7314,70.88,96,98,3.8
501,Nador,MA,2022-02-01 01:50:56,35.174,-2.9287,64.65,39,0,12.66
502,Sohag,EG,2022-02-01 01:50:57,26.557,31.6948,48.07,79,5,3.91
503,Tawang,IN,2022-02-01 01:50:57,27.5833,91.8667,27.45,77,91,0.49
504,Salto Del Guaira,PY,2022-02-01 01:50:58,-24.0625,-54.3069,77.09,87,75,2.77
505,Omboue,GA,2022-02-01 01:50:58,-1.5746,9.2618,77.54,87,91,4.72
506,Savannah Bight,HN,2022-02-01 01:50:59,16.45,-85.85,72.0,65,6,16.8
507,Karratha,AU,2022-02-01 01:50:59,-20.7377,116.8463,91.36,52,100,8.79
508,Kutum,SD,2022-02-01 01:51:00,14.2,24.6667,47.12,30,1,6.58
509,Havre,FR,2022-02-01 01:51:00,49.5833,0.3333,46.17,81,75,13.8
510,Mnogovershinnyy,RU,2022-02-01 01:51:00,53.9353,139.9242,1.13,83,100,7.29
511,Muros,ES,2022-02-01 01:51:01,42.7762,-9.0603,50.09,77,0,12.55
512,Smithers,CA,2022-02-01 01:51:01,54.7804,-127.1743,28.72,86,75,3.44
513,Honningsvag,NO,2022-02-01 01:51:02,70.9821,25.9704,28.44,76,100,10.76
514,Toamasina,MG,2022-02-01 01:51:02,-18.1667,49.3833,75.2,88,40,6.91
515,Sfantu Gheorghe,RO,2022-02-01 01:51:03,45.8667,25.7833,23.67,96,100,1.32
516,Salalah,OM,2022-02-01 01:51:03,17.0151,54.0924,65.86,67,0,3.94
517,Berlevag,NO,2022-02-01 01:51:04,70.8578,29.0864,22.41,76,51,8.52
518,Singkawang,ID,2022-02-01 01:51:04,0.9,109.0,83.48,68,100,3.24
519,Chaupal,IN,2022-02-01 01:51:04,30.95,77.5833,30.29,70,0,5.46
520,Valparaiso,CL,2022-02-01 01:51:05,-33.0393,-71.6273,66.47,79,0,4.61
521,Sosva,RU,2022-02-01 01:51:05,59.1766,61.8558,-5.57,100,93,3.11
522,Atambua,ID,2022-02-01 01:51:06,-9.1061,124.8925,78.24,78,57,13.94
523,Dondo,MZ,2022-02-01 01:51:07,-19.6094,34.7431,74.71,90,1,3.42
524,Rabo De Peixe,PT,2022-02-01 01:51:07,37.8,-25.5833,56.71,95,40,5.75
525,Tumaco,CO,2022-02-01 01:51:08,1.7986,-78.8156,74.93,88,63,3.09
526,Alexandria,EG,2022-02-01 01:49:31,31.2156,29.9553,49.96,93,20,3.44
527,Cabedelo,BR,2022-02-01 01:51:08,-6.9811,-34.8339,77.67,76,25,9.95
528,Jizan,SA,2022-02-01 01:51:09,17.3333,42.6667,77.94,79,9,5.08
529,Svetlogorsk,BY,2022-02-01 01:51:09,52.6333,29.7333,24.01,94,100,11.77
530,Mata,PT,2022-02-01 01:51:10,40.683,-7.4592,43.93,74,0,7.11
531,Sangueya,GN,2022-02-01 01:51:10,10.7,-14.3667,72.18,92,100,2.53
532,Henties Bay,NA,2022-02-01 01:51:11,-22.116,14.2845,68.86,79,100,8.57
533,Corn Island,NI,2022-02-01 01:51:11,12.1694,-83.0418,78.69,71,93,19.71
534,Amberley,US,2022-02-01 01:51:12,39.2048,-84.428,33.06,73,0,1.01
535,Novaya Mayna,RU,2022-02-01 01:51:12,54.15,49.75,32.04,95,100,15.03
536,Celina,US,2022-02-01 01:48:40,40.5489,-84.5702,28.85,78,88,7.85
537,Bermejo,AR,2022-02-01 01:51:13,-32.8833,-68.8,76.91,47,0,2.3
538,Qui Nhon,VN,2022-02-01 01:51:13,13.7667,109.2333,74.37,88,99,11.18
539,Fez,MA,2022-02-01 01:51:14,34.0372,-4.9998,50.25,43,0,9.22
540,Lazaro Cardenas,MX,2022-02-01 01:51:50,17.9583,-102.2,75.33,73,0,5.86
541,Flin Flon,CA,2022-02-01 01:52:15,54.7682,-101.865,5.88,93,100,14.52
542,Cockburn Town,TC,2022-02-01 01:52:15,21.4612,-71.1419,74.19,71,99,21.52
543,Saint-Pierre,RE,2022-02-01 01:52:15,-21.3393,55.4781,78.48,69,40,12.66
544,Abilene,US,2022-02-01 01:52:16,32.4487,-99.7331,57.45,59,0,1.99
545,College,US,2022-02-01 01:52:16,64.8569,-147.8028,-16.02,71,0,0.0
546,Bairnsdale,AU,2022-02-01 01:52:17,-37.8333,147.6167,92.46,67,11,1.99
547,San Joaquin,US,2022-02-01 01:52:18,37.9333,-121.3011,59.25,65,0,10.36
548,Pedernales,DO,2022-02-01 01:52:18,18.0384,-71.744,74.57,81,9,4.61
549,Olga,RU,2022-02-01 01:52:18,43.7444,135.2892,17.19,49,0,7.81
550,Volokolamsk,RU,2022-02-01 01:52:19,56.0336,35.9694,17.24,98,100,3.38
551,Atar,MR,2022-02-01 01:52:19,20.5169,-13.0499,78.42,14,100,8.16
552,Antalaha,MG,2022-02-01 01:52:20,-14.9003,50.2788,75.34,85,84,7.38
553,Broken Hill,AU,2022-02-01 01:52:20,-31.95,141.4333,74.91,88,75,9.22
554,Clocolan,ZA,2022-02-01 01:52:20,-28.9137,27.5656,62.51,85,100,1.03
555,Clinton,US,2022-02-01 01:49:28,42.587,-82.9199,24.06,84,40,1.01
556,Hobyo,SO,2022-02-01 01:52:21,5.3505,48.5268,77.11,82,54,12.97
557,Tala,EG,2022-02-01 01:52:22,30.6803,30.9429,49.68,87,39,5.03
558,Bilma,NE,2022-02-01 01:52:22,18.6853,12.9164,51.12,25,0,3.31
559,Labrea,BR,2022-02-01 01:52:23,-7.2586,-64.7981,72.68,99,97,2.93
560,Antibes,FR,2022-02-01 01:52:23,43.5624,7.1278,52.11,61,0,12.66
561,Aripuana,BR,2022-02-01 01:52:23,-9.1667,-60.6333,71.47,97,100,1.79
562,Kismayo,SO,2022-02-01 01:52:24,-0.3582,42.5454,76.64,80,89,11.32
563,Imbituba,BR,2022-02-01 01:52:24,-28.24,-48.6703,76.89,91,31,2.75
564,Itarema,BR,2022-02-01 01:52:25,-2.9248,-39.9167,78.69,77,61,10.98
565,Norton,ZW,2022-02-01 01:52:25,-17.8833,30.7,60.98,96,57,7.43
566,Mackay,AU,2022-02-01 01:52:26,-21.15,149.2,94.68,70,40,11.5
567,Avera,US,2022-02-01 01:52:26,33.194,-82.5271,44.71,54,22,4.94
568,Nantucket,US,2022-02-01 01:52:26,41.2835,-70.0995,28.15,64,0,9.22
569,Amazar,RU,2022-02-01 01:52:27,53.858,120.875,1.17,74,100,4.45
570,Uyskoye,RU,2022-02-01 01:52:27,54.3775,60.0047,5.2,97,100,4.14
571,Coos Bay,US,2022-02-01 01:51:24,43.3665,-124.2179,44.92,95,40,4.61
572,Deming,US,2022-02-01 01:52:28,32.2687,-107.7586,57.09,19,0,19.57
573,Minab,IR,2022-02-01 01:52:28,27.1467,57.0801,62.1,100,0,0.0
574,Yeppoon,AU,2022-02-01 01:52:29,-23.1333,150.7333,91.18,61,100,11.1
575,Rocky Mountain House,CA,2022-02-01 01:52:29,52.3668,-114.9188,10.15,61,79,3.44
576,Jinchang,CN,2022-02-01 01:52:30,38.4953,102.1739,18.86,32,100,1.36
577,Bara,NG,2022-02-01 01:48:00,10.3744,10.7288,60.6,25,2,8.19
578,Ormara,PK,2022-02-01 01:52:30,25.2088,64.6357,71.69,39,0,7.18
579,Sistranda,NO,2022-02-01 01:52:31,63.7256,8.834,31.89,81,100,17.98
580,Turinskaya Sloboda,RU,2022-02-01 01:52:31,57.6232,64.3858,-5.75,100,50,3.51
581,Shimoda,JP,2022-02-01 01:52:32,34.6667,138.95,48.56,50,0,19.37
582,Morondava,MG,2022-02-01 01:52:32,-20.2833,44.2833,77.67,84,6,7.18
583,Portland,US,2022-02-01 01:52:13,45.5234,-122.6762,45.01,86,75,5.01
584,Bathsheba,BB,2022-02-01 01:52:33,13.2167,-59.5167,79.41,78,75,12.66
585,Necochea,AR,2022-02-01 01:50:06,-38.5473,-58.7368,55.04,54,21,11.48
586,Neiafu,TO,2022-02-01 01:52:34,-18.65,-173.9833,84.88,70,20,6.91
587,Svetlyy,RU,2022-02-01 01:52:34,54.675,20.1347,32.05,63,99,14.67
588,Shakhtinsk,KZ,2022-02-01 01:53:34,49.71,72.5872,3.76,100,53,3.94
589,Bria,CF,2022-02-01 01:53:35,6.5423,21.9863,66.38,27,63,3.51
